uid,log_date,time,device,browser,push_notification,bid_day,country,state,bidded
48288628,"March 3, 2022",11:15,Android,Chrome,B,1,USA,UTAH,FALSE
49229487,"March 3, 2022",11:15,Android,Chrome,B,1,USA,COLORADO,FALSE
69030879,"March 3, 2022",11:15,iOS,Chrome,B,1,USA,ARIZONA,FALSE
63409657,"March 3, 2022",11:15,Android,Chrome,B,1,USA,UTAH,FALSE
41362465,"March 3, 2022",11:15,Android,Chrome,B,1,USA,COLORADO,FALSE
61336274,"March 3, 2022",11:15,Android,Chrome,B,1,USA,ARIZONA,FALSE
68475317,"March 3, 2022",11:15,Android,Chrome,B,1,USA,UTAH,FALSE
81560886,"March 3, 2022",11:15,Android,Chrome,B,1,USA,COLORADO,FALSE
13874408,"March 3, 2022",11:15,Android,Chrome,B,1,USA,ARIZONA,FALSE
62948265,"March 3, 2022",11:15,iOS,Chrome,B,1,USA,UTAH,FALSE
79401998,"March 3, 2022",11:15,iOS,Chrome,B,1,USA,COLORADO,FALSE
17157715,"March 3, 2022",11:15,Android,Chrome,B,1,USA,ARIZONA,FALSE
72672553,"March 3, 2022",11:15,Android,Chrome,B,1,USA,UTAH,FALSE
76714747,"March 3, 2022",11:15,Android,Chrome,B,1,USA,COLORADO,FALSE
58417681,"March 3, 2022",11:15,iOS,Chrome,B,1,USA,ARIZONA,FALSE
82424171,"March 3, 2022",11:15,iOS,Chrome,B,1,USA,UTAH,FALSE
25134497,"March 3, 2022",11:15,iOS,Chrome,B,1,USA,COLORADO,FALSE
21065998,"March 3, 2022",11:15,iOS,Chrome,B,1,USA,ARIZONA,FALSE
64577723,"March 3, 2022",11:15,Android,Chrome,B,1,USA,UTAH,FALSE
49417770,"March 3, 2022",11:15,Android,Chrome,B,1,USA,COLORADO,FALSE
17866987,"March 3, 2022",11:15,Android,Chrome,B,1,USA,ARIZONA,FALSE
44904552,"March 3, 2022",11:15,Android,Chrome,B,1,USA,UTAH,FALSE
89066234,"March 3, 2022",11:15,Android,Chrome,B,1,USA,COLORADO,FALSE
66716648,"March 3, 2022",11:15,Android,Chrome,B,1,USA,ARIZONA,FALSE
36367940,"March 3, 2022",11:15,Android,Chrome,B,1,USA,UTAH,FALSE
11809590,"March 3, 2022",11:15,iOS,Chrome,B,1,USA,COLORADO,FALSE
97301624,"March 3, 2022",11:15,iOS,Chrome,B,1,USA,ARIZONA,FALSE
58914553,"March 3, 2022",11:15,iOS,Chrome,B,1,USA,UTAH,FALSE
56588332,"March 3, 2022",11:15,Android,Chrome,B,1,USA,COLORADO,FALSE
91718203,"March 3, 2022",11:15,iOS,Chrome,B,1,USA,ARIZONA,FALSE
67081054,"March 3, 2022",11:15,Android,Chrome,B,1,USA,UTAH,FALSE
36777946,"March 3, 2022",11:15,Android,Chrome,B,1,USA,COLORADO,FALSE
30452554,"March 3, 2022",11:15,iOS,Chrome,B,1,USA,ARIZONA,FALSE
20771598,"March 3, 2022",11:15,iOS,Chrome,B,1,USA,UTAH,FALSE
73156828,"March 3, 2022",11:15,Android,Chrome,B,1,USA,COLORADO,FALSE
93581551,"March 3, 2022",11:15,Android,Chrome,B,1,USA,ARIZONA,FALSE
38138528,"March 3, 2022",11:15,Android,Chrome,B,1,USA,UTAH,FALSE
18852279,"March 3, 2022",11:15,iOS,Chrome,B,1,USA,COLORADO,FALSE
90807386,"March 3, 2022",11:15,Android,Chrome,B,1,USA,ARIZONA,FALSE
39790818,"March 3, 2022",11:15,Android,Chrome,B,1,USA,UTAH,FALSE
56655923,"March 3, 2022",11:15,Android,Chrome,B,1,USA,COLORADO,FALSE
17039482,"March 3, 2022",11:15,iOS,Chrome,B,1,USA,ARIZONA,FALSE
96100167,"March 3, 2022",11:15,Android,Chrome,B,1,USA,UTAH,FALSE
67964589,"March 3, 2022",11:15,Android,Chrome,B,1,USA,COLORADO,FALSE
33075608,"March 3, 2022",11:15,Android,Chrome,B,1,USA,ARIZONA,FALSE
96764152,"March 3, 2022",11:15,Android,Chrome,B,1,USA,UTAH,FALSE
45072760,"March 3, 2022",11:15,Android,Chrome,B,1,USA,COLORADO,FALSE
59111983,"March 3, 2022",11:15,Android,Chrome,B,1,USA,ARIZONA,FALSE
80754559,"March 3, 2022",11:15,Android,Chrome,B,1,USA,UTAH,FALSE
14566281,"March 3, 2022",11:15,iOS,Chrome,B,1,USA,COLORADO,FALSE
95795688,"March 3, 2022",11:15,iOS,Chrome,B,1,USA,ARIZONA,FALSE
15514062,"March 3, 2022",11:15,Android,Chrome,B,1,USA,UTAH,FALSE
99135902,"March 3, 2022",11:15,iOS,Chrome,B,1,USA,COLORADO,FALSE
46083136,"March 3, 2022",11:15,Android,Chrome,B,1,USA,ARIZONA,FALSE
78745251,"March 3, 2022",11:15,Android,Chrome,B,1,USA,UTAH,FALSE
74459963,"March 3, 2022",11:15,Android,Chrome,B,1,USA,COLORADO,FALSE
50288707,"March 3, 2022",11:15,Android,Chrome,B,1,USA,ARIZONA,FALSE
51361059,"March 3, 2022",11:15,Android,Chrome,B,1,USA,UTAH,FALSE
67527826,"March 3, 2022",11:15,Android,Chrome,B,1,USA,COLORADO,FALSE
14534865,"March 3, 2022",11:15,iOS,Chrome,B,1,USA,ARIZONA,FALSE
36380501,"March 3, 2022",11:15,Android,Chrome,B,1,USA,UTAH,FALSE
20417184,"March 3, 2022",11:15,Android,Chrome,B,1,USA,COLORADO,FALSE
75271614,"March 3, 2022",11:15,Android,Chrome,B,1,USA,ARIZONA,FALSE
70253108,"March 3, 2022",11:15,iOS,Chrome,B,1,USA,UTAH,FALSE
51598549,"March 3, 2022",11:15,iOS,Chrome,B,1,USA,COLORADO,FALSE
86941231,"March 3, 2022",11:15,Android,Chrome,B,1,USA,ARIZONA,FALSE
66628225,"March 3, 2022",11:15,Android,Chrome,B,1,USA,UTAH,FALSE
85158494,"March 3, 2022",11:15,Android,Chrome,B,1,USA,COLORADO,FALSE
17161108,"March 3, 2022",11:15,iOS,Chrome,B,1,USA,ARIZONA,FALSE
78931619,"March 3, 2022",11:15,iOS,Chrome,B,1,USA,UTAH,FALSE
46593914,"March 3, 2022",11:15,Android,Chrome,B,1,USA,COLORADO,FALSE
96156414,"March 3, 2022",11:15,Android,Chrome,B,1,USA,ARIZONA,FALSE
11513250,"March 3, 2022",11:15,iOS,Chrome,B,1,USA,UTAH,FALSE
35458603,"March 3, 2022",11:15,Android,Chrome,B,1,USA,COLORADO,FALSE
38729331,"March 3, 2022",11:15,Android,Chrome,B,1,USA,ARIZONA,FALSE
47070017,"March 3, 2022",11:15,Android,Chrome,B,1,USA,UTAH,FALSE
56715726,"March 3, 2022",11:15,iOS,Chrome,B,1,USA,COLORADO,FALSE
54985552,"March 3, 2022",11:15,Android,Chrome,B,1,USA,ARIZONA,FALSE
41393900,"March 3, 2022",11:15,Android,Chrome,B,1,USA,UTAH,FALSE
97568038,"March 3, 2022",11:15,iOS,Chrome,B,1,USA,COLORADO,FALSE
34741354,"March 3, 2022",11:15,iOS,Chrome,B,1,USA,ARIZONA,FALSE
62989297,"March 3, 2022",11:15,Android,Chrome,B,1,USA,UTAH,FALSE
23783655,"March 3, 2022",11:15,Android,Chrome,B,1,USA,COLORADO,FALSE
50454285,"March 3, 2022",11:15,Android,Chrome,B,1,USA,ARIZONA,FALSE
25280279,"March 3, 2022",11:15,iOS,Chrome,B,1,USA,UTAH,FALSE
54297343,"March 3, 2022",11:15,Android,Chrome,B,1,USA,COLORADO,FALSE
81292297,"March 3, 2022",11:15,Android,Chrome,B,1,USA,ARIZONA,FALSE
46915570,"March 3, 2022",11:15,Android,Chrome,B,1,USA,UTAH,FALSE
80674824,"March 3, 2022",11:15,Android,Chrome,B,1,USA,COLORADO,FALSE
60123004,"March 3, 2022",11:15,iOS,Chrome,B,1,USA,ARIZONA,FALSE
34652038,"March 4, 2022",11:15,iOS,Chrome,B,1,USA,UTAH,FALSE
32576473,"March 4, 2022",11:15,iOS,Chrome,B,1,USA,COLORADO,FALSE
46397958,"March 4, 2022",11:15,Android,Chrome,B,1,USA,ARIZONA,FALSE
90799774,"March 4, 2022",11:15,Android,Chrome,B,1,USA,UTAH,FALSE
11873330,"March 4, 2022",11:15,Android,Chrome,B,1,USA,COLORADO,FALSE
36451162,"March 4, 2022",11:15,Android,Chrome,B,1,USA,ARIZONA,FALSE
82188207,"March 4, 2022",11:15,Android,Chrome,B,1,USA,UTAH,FALSE
64947937,"March 4, 2022",11:15,Android,Chrome,B,1,USA,COLORADO,FALSE
36578068,"March 4, 2022",11:15,Android,Chrome,B,1,USA,ARIZONA,FALSE
90224949,"March 4, 2022",11:15,iOS,Chrome,B,1,USA,UTAH,FALSE
66378609,"March 4, 2022",11:15,iOS,Chrome,B,1,USA,COLORADO,FALSE
64646851,"March 4, 2022",11:15,Android,Chrome,B,1,USA,ARIZONA,FALSE
78550161,"March 4, 2022",11:15,iOS,Chrome,B,1,USA,UTAH,FALSE
13231721,"March 4, 2022",11:15,iOS,Chrome,B,1,USA,COLORADO,FALSE
91921795,"March 4, 2022",11:15,Android,Chrome,B,1,USA,ARIZONA,FALSE
53472994,"March 5, 2022",10:30,iOS,Chrome,A,1,USA,UTAH,FALSE
81768530,"March 10, 2022",9:15,Android,Chrome,A,2,USA,COLORADO,FALSE
99286842,"March 10, 2022",9:25,Android,Chrome,B,2,USA,ARIZONA,TRUE
75972343,"March 10, 2022",9:25,Android,Chrome,B,2,USA,UTAH,TRUE
23137676,"March 10, 2022",9:15,iOS,Chrome,A,2,USA,COLORADO,FALSE
13707223,"March 10, 2022",9:25,Android,Chrome,B,2,USA,ARIZONA,TRUE
25889970,"March 10, 2022",9:25,iOS,Chrome,B,2,USA,UTAH,TRUE
69303775,"March 10, 2022",9:15,iOS,Chrome,A,2,USA,COLORADO,FALSE
21150184,"March 10, 2022",9:15,iOS,Chrome,A,2,USA,ARIZONA,FALSE
34110705,"March 10, 2022",9:15,iOS,Chrome,A,2,USA,UTAH,FALSE
41217161,"March 10, 2022",9:15,iOS,Chrome,A,2,USA,COLORADO,FALSE
74682096,"March 10, 2022",9:25,Android,Chrome,B,2,USA,ARIZONA,TRUE
78827675,"March 10, 2022",9:25,iOS,Chrome,B,2,USA,UTAH,TRUE
90692872,"March 10, 2022",9:25,Android,Chrome,B,2,USA,COLORADO,TRUE
41854684,"March 10, 2022",9:25,Android,Chrome,B,2,USA,ARIZONA,TRUE
67972857,"March 10, 2022",9:25,Android,Chrome,B,2,USA,UTAH,TRUE
14137740,"March 14, 2022",6:00,Android,Chrome,B,2,USA,COLORADO,FALSE
90664390,"March 15, 2022",7:00,Android,Chrome,B,2,USA,ARIZONA,FALSE
21812373,"March 10, 2022",9:15,Android,Chrome,A,2,USA,UTAH,FALSE
48178398,"March 10, 2022",9:15,Android,Chrome,A,2,USA,COLORADO,FALSE
34799843,"March 10, 2022",9:15,Android,Chrome,A,2,USA,ARIZONA,FALSE
16391852,"March 10, 2022",9:15,Android,Chrome,A,2,USA,UTAH,FALSE
50511591,"March 10, 2022",9:15,iOS,Chrome,A,2,USA,COLORADO,FALSE
52837657,"March 10, 2022",9:15,Android,Chrome,A,2,USA,ARIZONA,FALSE
58494212,"March 10, 2022",9:15,Android,Chrome,A,2,USA,UTAH,FALSE
51713317,"March 10, 2022",9:15,Android,Chrome,A,2,USA,COLORADO,FALSE
38580781,"March 10, 2022",9:15,iOS,Chrome,A,2,USA,ARIZONA,FALSE
26949214,"March 10, 2022",9:15,Android,Chrome,A,2,USA,UTAH,FALSE
12626622,"March 10, 2022",9:15,Android,Chrome,A,2,USA,COLORADO,FALSE
18742541,"March 15, 2022",8:00,Android,Chrome,B,2,USA,ARIZONA,FALSE
72627600,"March 15, 2022",9:00,Android,Chrome,B,2,USA,UTAH,FALSE
42934045,"March 15, 2022",10:00,Android,Chrome,B,2,USA,COLORADO,FALSE
36193717,"March 15, 2022",11:00,Android,Chrome,B,2,USA,ARIZONA,FALSE
54706703,"March 15, 2022",12:00,Android,Chrome,B,2,USA,UTAH,FALSE
28802774,"March 15, 2022",13:00,iOS,Chrome,B,2,USA,COLORADO,FALSE
78783793,"March 15, 2022",14:00,Android,Chrome,B,2,USA,ARIZONA,FALSE
87515803,"March 15, 2022",15:00,Android,Chrome,B,2,USA,UTAH,FALSE
82764707,"March 15, 2022",16:00,iOS,Chrome,B,2,USA,COLORADO,FALSE
57185725,"March 15, 2022",17:00,Android,Chrome,B,2,USA,ARIZONA,FALSE
33352738,"March 15, 2022",18:00,iOS,Chrome,B,2,USA,UTAH,FALSE
53830217,"March 15, 2022",19:00,Android,Chrome,B,2,USA,COLORADO,FALSE
49768268,"March 15, 2022",20:00,iOS,Chrome,B,2,USA,ARIZONA,FALSE
39493025,"March 15, 2022",21:00,iOS,Chrome,B,2,USA,UTAH,FALSE
49852249,"March 15, 2022",22:00,Android,Chrome,B,2,USA,COLORADO,FALSE
49646136,"March 15, 2022",23:00,iOS,Chrome,B,2,USA,ARIZONA,FALSE
99403398,"March 15, 2022",0:00,iOS,Chrome,B,2,USA,UTAH,FALSE
82865154,"March 15, 2022",1:00,Android,Chrome,B,2,USA,COLORADO,FALSE
80572818,"March 15, 2022",2:00,Android,Chrome,B,2,USA,ARIZONA,FALSE
50143843,"March 15, 2022",3:00,Android,Chrome,B,2,USA,UTAH,FALSE
56713439,"March 15, 2022",4:00,Android,Chrome,B,2,USA,COLORADO,FALSE
59106395,"March 15, 2022",6:00,Android,Chrome,B,2,USA,ARIZONA,FALSE
47220274,"March 15, 2022",7:00,Android,Chrome,B,2,USA,UTAH,FALSE
43421389,"March 15, 2022",8:00,Android,Chrome,B,2,USA,COLORADO,FALSE
79112602,"March 15, 2022",9:00,iOS,Chrome,B,2,USA,ARIZONA,FALSE
12023146,"March 15, 2022",10:00,Android,Chrome,B,2,USA,UTAH,FALSE
73538427,"March 15, 2022",11:00,Android,Chrome,B,2,USA,COLORADO,FALSE
90238458,"March 15, 2022",12:00,Android,Chrome,B,2,USA,ARIZONA,FALSE
28754604,"March 15, 2022",13:00,iOS,Chrome,B,2,USA,UTAH,FALSE
70049949,"March 15, 2022",14:00,iOS,Chrome,B,2,USA,COLORADO,FALSE
56763246,"March 10, 2022",9:15,iOS,Chrome,A,2,USA,ARIZONA,FALSE
66178155,"March 10, 2022",9:15,Android,Chrome,A,2,USA,UTAH,FALSE
80657304,"March 10, 2022",9:15,iOS,Chrome,A,2,USA,COLORADO,FALSE
54688189,"March 10, 2022",9:15,iOS,Chrome,A,2,USA,ARIZONA,FALSE
86883967,"March 10, 2022",9:15,Android,Chrome,A,2,USA,UTAH,FALSE
34315180,"March 10, 2022",9:15,Android,Chrome,A,2,USA,COLORADO,FALSE
21838581,"March 10, 2022",9:15,iOS,Chrome,A,2,USA,ARIZONA,FALSE
70754640,"March 15, 2022",15:00,Android,Chrome,B,2,USA,UTAH,FALSE
85373354,"March 15, 2022",16:00,Android,Chrome,B,2,USA,COLORADO,FALSE
36133227,"March 15, 2022",17:00,Android,Chrome,B,2,USA,ARIZONA,FALSE
31919831,"March 15, 2022",18:00,iOS,Chrome,B,2,USA,UTAH,FALSE
21179219,"March 15, 2022",19:00,iOS,Chrome,B,2,USA,COLORADO,FALSE
91167453,"March 15, 2022",6:00,iOS,Chrome,B,2,USA,ARIZONA,FALSE
95885594,"March 15, 2022",7:00,Android,Chrome,B,2,USA,UTAH,FALSE
66880221,"March 10, 2022",9:15,iOS,Chrome,A,2,USA,COLORADO,FALSE
97306573,"March 10, 2022",9:15,Android,Chrome,A,2,USA,ARIZONA,FALSE
66422050,"March 10, 2022",9:15,iOS,Chrome,A,2,USA,UTAH,FALSE
57297133,"March 10, 2022",9:15,Android,Chrome,A,2,USA,COLORADO,FALSE
19276139,"March 10, 2022",9:15,Android,Chrome,A,2,USA,ARIZONA,FALSE
21955043,"March 10, 2022",9:15,Android,Chrome,A,2,USA,UTAH,FALSE
37922078,"March 10, 2022",9:15,Android,Chrome,A,2,USA,COLORADO,FALSE
55938012,"March 10, 2022",9:15,Android,Chrome,A,2,USA,ARIZONA,FALSE
94001305,"March 10, 2022",9:15,iOS,Chrome,A,2,USA,UTAH,FALSE
94695237,"March 10, 2022",9:15,Android,Chrome,A,2,USA,COLORADO,FALSE
49626208,"March 10, 2022",9:15,Android,Chrome,A,2,USA,ARIZONA,FALSE
89091751,"March 10, 2022",9:15,Android,Chrome,A,2,USA,UTAH,FALSE
68633613,"March 15, 2022",8:00,Android,Chrome,B,2,USA,COLORADO,FALSE
39463379,"March 15, 2022",9:00,Android,Chrome,B,2,USA,ARIZONA,FALSE
49457793,"March 15, 2022",10:00,iOS,Chrome,B,2,USA,UTAH,FALSE
55410437,"March 15, 2022",11:00,iOS,Chrome,B,2,USA,COLORADO,FALSE
26906061,"March 15, 2022",12:00,iOS,Chrome,B,2,USA,ARIZONA,FALSE
54046612,"March 15, 2022",13:00,Android,Chrome,B,2,USA,UTAH,FALSE
51588013,"March 10, 2022",9:15,iOS,Chrome,A,2,USA,COLORADO,FALSE
63494421,"March 10, 2022",9:15,Android,Chrome,A,2,USA,ARIZONA,FALSE
90159877,"March 10, 2022",9:15,iOS,Chrome,A,2,USA,UTAH,FALSE
56488249,"March 10, 2022",9:15,Android,Chrome,A,2,USA,COLORADO,FALSE
62906797,"March 10, 2022",9:15,iOS,Chrome,A,2,USA,ARIZONA,FALSE
19688805,"March 10, 2022",9:15,iOS,Chrome,A,2,USA,UTAH,FALSE
24319499,"March 10, 2022",9:15,Android,Chrome,A,2,USA,COLORADO,FALSE
29961229,"March 10, 2022",9:15,Android,Chrome,A,2,USA,ARIZONA,FALSE
42765195,"March 10, 2022",9:15,iOS,Chrome,A,2,USA,UTAH,FALSE
95493790,"March 10, 2022",9:15,Android,Chrome,A,2,USA,COLORADO,FALSE
39923584,"March 10, 2022",9:15,iOS,Chrome,A,2,USA,ARIZONA,FALSE
79185289,"March 15, 2022",14:00,Android,Chrome,B,2,USA,UTAH,FALSE
16557891,"March 15, 2022",15:00,iOS,Chrome,B,2,USA,COLORADO,FALSE
46196294,"March 15, 2022",16:00,iOS,Chrome,B,2,USA,ARIZONA,FALSE
23553016,"March 15, 2022",17:00,iOS,Chrome,B,2,USA,UTAH,FALSE
12270741,"March 15, 2022",18:00,iOS,Chrome,B,2,USA,COLORADO,FALSE
92077426,"March 15, 2022",19:00,Android,Chrome,B,2,USA,ARIZONA,FALSE
23749076,"March 15, 2022",20:00,Android,Chrome,B,2,USA,UTAH,FALSE
73525680,"March 15, 2022",21:00,Android,Chrome,B,2,USA,COLORADO,FALSE
39170408,"March 15, 2022",22:00,iOS,Chrome,B,2,USA,ARIZONA,FALSE
36629516,"March 15, 2022",23:00,Android,Chrome,B,2,USA,UTAH,FALSE
88867673,"March 15, 2022",0:00,Android,Chrome,B,2,USA,COLORADO,FALSE
36009758,"March 15, 2022",1:00,Android,Chrome,B,2,USA,ARIZONA,FALSE
34142052,"March 15, 2022",2:00,iOS,Chrome,B,2,USA,UTAH,FALSE
99959300,"March 15, 2022",3:00,Android,Chrome,B,2,USA,COLORADO,FALSE
56504457,"March 15, 2022",4:00,iOS,Chrome,B,2,USA,ARIZONA,FALSE
33702562,"March 15, 2022",6:00,iOS,Chrome,B,2,USA,UTAH,FALSE
43385631,"March 15, 2022",7:00,Android,Chrome,B,2,USA,COLORADO,FALSE
40905963,"March 15, 2022",8:00,iOS,Chrome,B,2,USA,ARIZONA,FALSE
48003860,"March 15, 2022",9:00,iOS,Chrome,B,2,USA,UTAH,FALSE
14060635,"March 15, 2022",10:00,Android,Chrome,B,2,USA,COLORADO,FALSE
36933896,"March 15, 2022",11:00,iOS,Chrome,B,2,USA,ARIZONA,FALSE
95924183,"March 15, 2022",12:00,Android,Chrome,B,2,USA,UTAH,FALSE
30728100,"March 15, 2022",13:00,Android,Chrome,B,2,USA,COLORADO,FALSE
27500442,"March 15, 2022",14:00,iOS,Chrome,B,2,USA,ARIZONA,FALSE
38715890,"March 15, 2022",15:00,iOS,Chrome,B,2,USA,UTAH,FALSE
25003238,"March 15, 2022",16:00,iOS,Chrome,B,2,USA,COLORADO,FALSE
46638783,"March 15, 2022",17:00,Android,Chrome,B,2,USA,ARIZONA,FALSE
24073229,"March 15, 2022",18:00,iOS,Chrome,B,2,USA,UTAH,FALSE
72817794,"March 15, 2022",19:00,Android,Chrome,B,2,USA,COLORADO,FALSE
12192203,"March 15, 2022",6:00,Android,Chrome,B,2,USA,ARIZONA,FALSE
46074245,"March 15, 2022",7:00,Android,Chrome,B,2,USA,UTAH,FALSE
40159125,"March 10, 2022",9:15,iOS,Chrome,A,2,USA,COLORADO,FALSE
41152742,"March 10, 2022",9:15,Android,Chrome,A,2,USA,ARIZONA,FALSE
13514062,"March 10, 2022",9:15,iOS,Chrome,A,2,USA,UTAH,FALSE
23591815,"March 10, 2022",9:15,iOS,Chrome,A,2,USA,COLORADO,FALSE
34928997,"March 15, 2022",8:00,iOS,Chrome,B,2,USA,ARIZONA,FALSE
85453681,"March 15, 2022",9:00,iOS,Chrome,B,2,USA,UTAH,FALSE
18757836,"March 15, 2022",10:00,iOS,Chrome,B,2,USA,COLORADO,FALSE
37429043,"March 15, 2022",11:00,iOS,Chrome,B,2,USA,ARIZONA,FALSE
63086491,"March 15, 2022",12:00,Android,Chrome,B,2,USA,UTAH,FALSE
66956522,"March 15, 2022",13:00,Android,Chrome,B,2,USA,COLORADO,FALSE
70154200,"March 15, 2022",14:00,iOS,Chrome,B,2,USA,ARIZONA,FALSE
72997078,"March 10, 2022",9:15,Android,Chrome,A,2,USA,UTAH,FALSE
33116303,"March 10, 2022",9:15,Android,Chrome,A,2,USA,COLORADO,FALSE
51451437,"March 10, 2022",9:15,Android,Chrome,A,2,USA,ARIZONA,FALSE
84798727,"March 10, 2022",9:15,iOS,Chrome,A,2,USA,UTAH,FALSE
14885028,"March 10, 2022",9:15,Android,Chrome,A,2,USA,COLORADO,FALSE
54473542,"March 10, 2022",9:15,iOS,Chrome,A,2,USA,ARIZONA,FALSE
54940867,"March 10, 2022",9:15,Android,Chrome,A,2,USA,UTAH,FALSE
55565560,"March 10, 2022",9:15,Android,Chrome,A,2,USA,COLORADO,FALSE
79668143,"March 10, 2022",9:15,Android,Chrome,A,2,USA,ARIZONA,FALSE
45812729,"March 15, 2022",15:00,Android,Chrome,B,2,USA,UTAH,FALSE
79665346,"March 15, 2022",16:00,Android,Chrome,B,2,USA,COLORADO,FALSE
35286776,"March 15, 2022",17:00,iOS,Chrome,B,2,USA,ARIZONA,FALSE
71583122,"March 15, 2022",18:00,Android,Chrome,B,2,USA,UTAH,FALSE
62558800,"March 15, 2022",19:00,Android,Chrome,B,2,USA,COLORADO,FALSE
46030282,"March 15, 2022",20:00,iOS,Chrome,B,2,USA,ARIZONA,FALSE
93585241,"March 15, 2022",21:00,iOS,Chrome,B,2,USA,UTAH,FALSE
52513872,"March 15, 2022",22:00,Android,Chrome,B,2,USA,COLORADO,FALSE
55169421,"March 15, 2022",23:00,iOS,Chrome,B,2,USA,ARIZONA,FALSE
39753484,"March 15, 2022",0:00,iOS,Chrome,B,2,USA,UTAH,FALSE
72566838,"March 15, 2022",1:00,iOS,Chrome,B,2,USA,COLORADO,FALSE
63010175,"March 15, 2022",2:00,Android,Chrome,B,2,USA,ARIZONA,FALSE
47937904,"March 15, 2022",3:00,Android,Chrome,B,2,USA,UTAH,FALSE
52684032,"March 15, 2022",4:00,iOS,Chrome,B,2,USA,COLORADO,FALSE
63739868,"March 15, 2022",6:00,Android,Chrome,B,2,USA,ARIZONA,FALSE
23593198,"March 15, 2022",7:00,Android,Chrome,B,2,USA,UTAH,FALSE
56441885,"March 15, 2022",8:00,Android,Chrome,B,2,USA,COLORADO,FALSE
12701057,"March 15, 2022",9:00,iOS,Chrome,B,2,USA,ARIZONA,FALSE
49176758,"March 15, 2022",10:00,iOS,Chrome,B,2,USA,UTAH,FALSE
30295444,"March 15, 2022",11:00,Android,Chrome,B,2,USA,COLORADO,FALSE
39436152,"March 15, 2022",12:00,iOS,Chrome,B,2,USA,ARIZONA,FALSE
18991543,"March 15, 2022",13:00,Android,Chrome,B,2,USA,UTAH,FALSE
81834213,"March 15, 2022",14:00,iOS,Chrome,B,2,USA,COLORADO,FALSE
27229586,"March 15, 2022",15:00,Android,Chrome,B,2,USA,ARIZONA,FALSE
58744633,"March 15, 2022",16:00,Android,Chrome,B,2,USA,UTAH,FALSE
28171436,"March 15, 2022",17:00,Android,Chrome,B,2,USA,COLORADO,FALSE
60787143,"March 15, 2022",18:00,Android,Chrome,B,2,USA,ARIZONA,FALSE
92049651,"March 15, 2022",19:00,Android,Chrome,B,2,USA,UTAH,FALSE
70051664,"March 15, 2022",6:00,iOS,Chrome,B,2,USA,COLORADO,FALSE
89481074,"March 15, 2022",7:00,Android,Chrome,B,2,USA,ARIZONA,FALSE
77823209,"March 15, 2022",8:00,Android,Chrome,B,2,USA,UTAH,FALSE
65123099,"March 15, 2022",9:00,iOS,Chrome,B,2,USA,COLORADO,FALSE
30265412,"March 15, 2022",10:00,Android,Chrome,B,2,USA,ARIZONA,FALSE
66656538,"March 15, 2022",11:00,Android,Chrome,B,2,USA,UTAH,FALSE
64243357,"March 15, 2022",12:00,Android,Chrome,B,2,USA,COLORADO,FALSE
34832168,"March 15, 2022",13:00,Android,Chrome,B,2,USA,ARIZONA,FALSE
82982904,"March 10, 2022",9:15,Android,Chrome,A,2,USA,UTAH,FALSE
75685020,"March 10, 2022",9:15,Android,Chrome,A,2,USA,COLORADO,FALSE
59175323,"March 10, 2022",9:15,iOS,Chrome,A,2,USA,ARIZONA,FALSE
46087856,"March 10, 2022",9:15,Android,Chrome,A,2,USA,UTAH,FALSE
96397463,"March 10, 2022",9:15,Android,Chrome,A,2,USA,COLORADO,FALSE
98772739,"March 10, 2022",9:15,Android,Chrome,A,2,USA,ARIZONA,FALSE
44668633,"March 10, 2022",9:15,iOS,Chrome,A,2,USA,UTAH,FALSE
45467205,"March 10, 2022",9:15,iOS,Chrome,A,2,USA,COLORADO,FALSE
35757866,"March 10, 2022",9:15,Android,Chrome,A,2,USA,ARIZONA,FALSE
31925103,"March 10, 2022",9:15,Android,Chrome,A,2,USA,UTAH,FALSE
29433721,"March 15, 2022",14:00,Android,Chrome,B,2,USA,COLORADO,FALSE
22094292,"March 15, 2022",15:00,iOS,Chrome,B,2,USA,ARIZONA,FALSE
81155587,"March 15, 2022",16:00,Android,Chrome,B,2,USA,UTAH,FALSE
59365724,"March 15, 2022",17:00,iOS,Chrome,B,2,USA,COLORADO,FALSE
77236417,"March 15, 2022",18:00,Android,Chrome,B,2,USA,ARIZONA,FALSE
94526980,"March 15, 2022",19:00,Android,Chrome,B,2,USA,UTAH,FALSE
99686371,"March 15, 2022",20:00,Android,Chrome,B,2,USA,COLORADO,FALSE
18489324,"March 15, 2022",21:00,iOS,Chrome,B,2,USA,ARIZONA,FALSE
53722306,"March 15, 2022",22:00,iOS,Chrome,B,2,USA,UTAH,FALSE
78779515,"March 15, 2022",23:00,Android,Chrome,B,2,USA,COLORADO,FALSE
41107076,"March 15, 2022",0:00,iOS,Chrome,B,2,USA,ARIZONA,FALSE
94102352,"March 15, 2022",1:00,Android,Chrome,B,2,USA,UTAH,FALSE
50498394,"March 15, 2022",2:00,Android,Chrome,B,2,USA,COLORADO,FALSE
88850747,"March 15, 2022",3:00,iOS,Chrome,B,2,USA,ARIZONA,FALSE
62991703,"March 15, 2022",4:00,Android,Chrome,B,2,USA,UTAH,FALSE
96650729,"March 15, 2022",6:00,Android,Chrome,B,2,USA,COLORADO,FALSE
74585845,"March 15, 2022",7:00,Android,Chrome,B,2,USA,ARIZONA,FALSE
41467559,"March 15, 2022",8:00,Android,Chrome,B,2,USA,UTAH,FALSE
